730	Ignore grid when farming
715	Make squeaky noises when moving
710	Become more difficult to be blown away by wind
722	Become more difficult to be detected by enemies
723	Increased step dash distance
713	No slippage when walking on ice
719	Increased step dash iframe duration
716	Unable to use step attack
717	Movement speed increase (low)
718	Movement speed decrease
721	User occasionally trips
724	User can walk on water
714	User slips when moving
725	Movement speed increase (high)
644	Increased healing from items (2x)
625	When attacking, inflict poison
643	Increased farm tool attack power (2x)
624	When attacking, inflict paralysis
623	When attacking, inflict seal
613	Increased drop rate (normal items)
672	Throw items further
642	Increased allied monster ability (AI upgrade, offense x1.5, incoming damage x0.5)
639	Increased skill exp gain rate
640	Protagonist gains increased exp
661	Reduced RP consumption for certain actions (1/16 reduction during item production)
656	Chance to reduce incoming damage to 1
641	Increased allied character ability (AI upgrade, offense x1.5, incoming damage x0.5)
673	User no longer yawns
626	Increased charge speed
650	Increased max HP (x1.5)
655	When attacking, always use the higher stat between ATK/MATK
657	Trash mobs no longer spawn
649	Posion, paralysis, fatigue, sickness effects are reversed
659	Slowly regenerate HP
660	Slowly regenerate RP
671	Increased movement speed
674	DEF/MDEF for both self and target is zero
675	Equipped family members' ability increase (damage x2, incoming damage x0.5, damage to ele weakness x0.5)
664	Flinch recovery time is halved
663	Increased attack range
665	Incoming void (elementless) element damage is halved
662	Zero RP consumption for certain actions (1/8 reduction during item production)
