0	0
1	6
2	10
3	3
4	7
5	7
6	11
7	6
8	10
9	3
10	7
11	3
12	7
13	4
14	8
15	7
16	11
17	5
18	9
19	3
20	7
21	1
22	5
23	4
24	8
25	5
26	9
27	1
28	5
29	0
30	4
31	2
32	6
33	5
34	9
35	6
36	10
37	5
38	9
39	0
40	9
41	13
42	9
43	13
44	9
45	13
46	10
47	14
48	0
49	0
50	0
51	0
52	0
53	0
54	8
55	4
56	8
57	8
58	12
59	5
60	5
61	5
62	15
63	0
64	4
65	1
66	5
67	2
68	6
69	3
70	7
71	0
72	0
73	3
74	7
75	6
76	5
77	0
78	0
79	1
80	4
81	8
82	0
83	0
84	3
85	7
86	4
87	8
88	8
89	12
90	10
91	15
92	4
93	8
94	4
95	8
96	6
97	10
98	8
99	12
100	6
101	10
102	5
103	9
104	4
105	8
106	8
107	12
108	8
109	12
110	5
111	12
112	12
113	12
114	12
115	7
116	3
117	2
118	5
119	6
120	13
121	13
122	13
123	2
124	2
125	2
126	2
127	0
128	1
129	4
130	9
131	5
132	0
133	9
134	1
135	2
136	4
137	2
138	1
139	13
140	8
141	15
142	11
143	1
144	6
145	12
146	13
147	1
148	1
149	1
150	5
151	3
152	10
153	1
154	13
155	9
156	12
157	7
158	2
159	11
160	5
161	11
162	3
163	6
164	9
165	10
166	5
167	3
168	5
169	11
170	1
171	11
172	5
173	8
174	15
175	6
176	8
177	14
178	8
179	14
180	1
181	3
182	4
183	2
184	3
185	2
186	14
187	2
188	3
189	9
190	2
191	15
192	12
193	6
194	2
195	12
196	1
197	13
198	3
199	2
200	1
201	5
202	3
203	11
204	2
205	13
206	10
207	13
208	7
209	3
210	2
211	3
212	2
213	7
214	4
215	2
216	3
217	4
218	14
219	2
220	1
221	1
222	1
223	6
224	1
225	10
226	10
227	1
228	3
229	12
230	3
231	14
232	10
233	15
234	15
235	13
236	5
237	15
238	8
239	9
240	2
241	3
242	3
243	6
244	7
245	11
246	10
247	14
248	7
249	14
250	7
251	8
252	6
253	8
254	9
255	8
256	8
257	6
258	14
259	6
260	1
261	1
262	2
263	6
264	3
265	6
266	11
267	11
268	14
269	14
270	6
271	3
272	15
273	11
274	13
275	6
276	7
277	14
278	2
279	10
280	14
281	3
282	6
283	5
284	7
285	1
286	12
287	6
288	6
289	2
290	1
291	1
292	4
293	4
294	4
295	1
296	1
297	3
298	9
299	15
300	0
301	1
302	2
303	10
304	0
305	2
306	6
307	0
308	2
309	6
310	4
311	3
312	2
313	3
314	1
315	1
316	1
317	1
318	0
319	1
320	0
321	1
322	0
323	1
324	0
325	1
326	0
327	1
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
