231	3000	0	0	0	0
232	3000	3002	0	0	0
233	1551	3000	0	0	0
234	2154	3002	0	0	0
235	2199	3003	0	0	0
236	23	0	0	0	0
237	2155	2155	0	0	0
238	2155	2161	0	0	0
239	2164	3002	0	0	0
240	2156	2181	0	0	0
241	2156	2156	2156	2156	0
242	2156	2182	2323	0	0
243	2165	2323	3002	0	0
244	2157	2155	3002	3003	0
245	2157	2155	2184	0	0
246	2157	2156	2267	2262	0
247	2157	2201	2261	158	0
248	2157	2156	2318	2181	2163
249	2157	2157	2298	2198	2332
250	2158	2337	2184	2162	3002
251	2158	2204	2182	2160	2345
252	2158	2243	168	2342	3002
253	2158	2346	2185	2161	3002
254	2158	2300	2183	2346	2266
255	2158	2158	2218	2181	2268
256	2158	2218	2184	2162	2190
257	1562	2159	0	0	0
258	2159	2159	2304	2305	2306
259	2159	2311	2189	3002	3003
260	2159	2312	2350	2187	3002
261	2176	2159	2189	2166	2349
262	2155	2194	0	0	0
263	2165	3003	2158	2325	0
264	2155	2289	2182	0	0
265	3000	2231	2231	2231	2182
266	3000	3003	2294	0	0
267	3000	0	0	0	0
268	3000	3002	0	0	0
269	1591	2154	0	0	0
270	31	0	0	0	0
271	2154	3001	0	0	0
272	2155	2161	0	0	0
273	2156	2162	0	0	0
274	1873	0	0	0	0
275	2156	2155	2261	0	0
276	2156	2155	2323	0	0
277	2156	2155	2205	2182	0
278	2165	3002	3003	0	0
279	2165	2267	3002	0	0
280	2165	2294	2181	0	0
281	2157	2201	2261	178	0
282	2157	2156	2185	2161	0
283	2157	2297	2210	0	0
284	2157	2157	2296	2206	2315
285	1605	2298	0	0	0
286	2198	2181	2163	2342	0
287	2198	2298	2180	2324	0
288	2158	2157	2186	2164	0
289	2204	2182	2329	2266	0
290	2158	2158	2218	2242	0
291	2306	2186	2182	2326	2335
292	2159	2158	2169	3002	0
293	2159	2219	2217	3002	0
294	2159	2311	2183	2186	2164
295	2312	2166	2167	2168	2169
296	2176	2159	2329	2268	2266
297	2176	2349	2327	2311	2312
298	2211	2304	3003	0	0
299	2165	3003	2158	2325	0
300	2155	3000	2205	2333	0
301	2157	3003	2248	2206	2206
302	3000	0	0	0	0
303	3003	0	0	0	0
304	3000	3003	0	0	0
305	1633	2154	0	0	0
306	2275	3003	0	0	0
307	2285	2150	3003	0	0
308	2154	2285	3003	0	0
309	2155	3003	0	0	0
310	2155	2161	3003	0	0
311	2156	3003	0	0	0
312	2156	2323	3003	0	0
313	106	3003	0	0	0
314	1639	2205	0	0	0
315	2165	2261	3003	0	0
316	2157	2156	3003	0	0
317	2157	2155	2197	2184	3015
318	2157	2157	2197	2185	0
319	2157	2345	2197	2296	2200
320	2198	2345	2329	2214	3013
321	2157	2198	2319	2181	2210
322	2158	2186	2164	2337	3003
323	2158	2186	2164	2262	3003
324	2158	2339	2345	2346	3003
325	2158	2300	2170	3007	3003
326	2305	2333	2309	3003	0
327	2272	2262	2158	2187	3003
328	2159	2329	2219	2242	3003
329	2159	2158	2309	2304	2195
330	2311	2188	2189	3003	0
331	2327	2166	2266	2268	3003
332	2176	2312	2327	2175	0
333	2163	3003	2158	2325	0
334	2191	2158	2322	0	0
335	1631	1695	2155	2342	0
336	2164	176	2250	3003	0
337	3000	3002	0	0	0
338	921	3000	0	0	0
339	2154	3002	0	0	0
340	2285	2154	3003	0	0
341	513	101	0	0	0
342	1697	2155	0	0	0
343	2156	3002	0	0	0
344	2155	2162	2279	3002	0
345	2156	2201	3002	3002	0
346	2156	2155	2280	2182	0
347	2165	2323	2200	0	0
348	2157	2297	2188	2185	2161
349	2157	2342	2198	0	0
350	1705	2318	2319	0	0
351	2158	2181	2163	2268	0
352	2290	2339	2326	2335	0
353	2158	2158	2300	2178	2168
354	2308	2346	2327	2268	2266
355	2159	2218	2175	2328	2180
356	2176	2186	182	2187	2188
357	2163	3003	2158	2325	0
358	2155	3003	2277	2162	0
359	2155	2294	2303	3003	0
360	2165	3003	2234	2242	0
361	2159	2200	2304	2205	0
362	3003	3004	0	0	0
363	3000	0	0	0	0
364	916	3000	0	0	0
365	2154	0	0	0	0
366	2154	3007	0	0	0
367	2155	3007	0	0	0
368	2156	2161	3007	0	0
369	2156	2280	3010	3010	0
370	2165	2181	2163	3007	0
371	2157	2156	2155	3007	0
372	2157	2184	2162	2206	0
373	2309	2182	3000	0	0
374	2333	3002	3003	0	0
375	2158	2170	2188	3007	0
376	2158	2213	2169	3007	0
377	1676	2218	2158	2187	0
378	2311	2159	2187	2189	0
379	2349	2350	2159	2159	2159
380	2176	2349	2327	2311	2312
381	2164	3003	2158	2325	0
382	2158	2286	3003	3000	0
383	3000	3000	0	0	0
384	2152	2152	2154	0	0
385	1580	1580	0	0	0
386	2161	2161	3001	0	0
387	2152	2152	2155	0	0
388	2155	2155	2152	2152	0
389	2155	2155	0	0	0
390	2162	2162	2286	0	0
391	1558	1558	0	0	0
392	2156	2156	2205	0	0
393	2156	2156	2323	2323	2201
394	2165	2165	2294	0	0
395	2165	2165	2181	2341	0
396	2157	2157	2297	2297	0
397	2157	2157	2162	2162	2206
398	2157	2157	2341	2341	2262
399	2298	2184	2182	2242	0
400	2333	2182	0	0	0
401	2158	2181	2185	2167	2169
402	2268	2268	2204	2181	0
403	2336	2266	2266	2173	2173
404	2346	2346	2185	2185	0
405	2300	2242	2242	2186	2186
406	2300	2335	2326	2346	2180
407	2167	2307	2218	2268	2268
408	2297	2305	2306	2309	2187
409	2159	2166	2166	0	0
410	2159	2189	2189	0	0
411	2176	2312	2327	2268	2329
412	2347	2348	2159	0	0
413	2164	3003	2158	2325	0
414	3004	0	0	0	0
415	2154	3004	0	0	0
416	2152	2286	3004	0	0
417	2277	2251	3006	0	0
418	2156	3004	0	0	0
419	2156	2323	2182	3004	0
420	2165	2181	3004	0	0
421	2157	2185	2161	3004	0
422	2157	2297	3009	3004	0
423	2298	2180	2345	0	0
424	2298	2184	2342	0	0
425	2158	2186	2186	2188	0
426	2158	2278	2204	2315	2342
427	2158	2307	2242	166	166
428	2158	2300	2326	2335	0
429	2158	2218	2217	2242	2341
430	2159	2328	2329	2187	3004
431	2159	2311	2312	2170	3004
432	2176	2189	2326	2335	2321
433	2343	2344	2159	0	0
434	2160	3004	2158	2325	0
435	2155	2287	2342	0	0
436	2158	2304	2290	2189	0
437	2155	3005	3003	0	0
438	3003	0	0	0	0
439	2160	3003	0	0	0
440	452	3003	0	0	0
441	2161	3003	0	0	0
442	2183	3003	0	0	0
443	2179	3003	0	0	0
444	1724	2183	2183	2183	0
445	2162	3003	0	0	0
446	2155	3003	0	0	0
447	2181	3003	0	0	0
448	2163	3003	0	0	0
449	2164	3003	0	0	0
450	2182	3003	0	0	0
451	2184	3003	0	0	0
452	2185	3003	0	0	0
453	2165	3003	0	0	0
454	2267	3003	0	0	0
455	45	3003	0	0	0
456	2157	3003	0	0	0
457	2269	2216	3003	0	0
458	2211	2318	2319	2198	0
459	2167	2268	2198	0	0
460	2169	2329	2158	3003	0
461	2168	2266	2204	3003	0
462	2166	2309	2336	3003	0
463	102	2190	2158	3003	0
464	2189	2189	2307	3003	0
465	2159	2158	2308	2183	3003
466	2282	2195	2189	2188	3006
467	2311	2272	2189	2187	3003
468	2195	2327	2345	2170	2187
469	2195	2329	2349	156	160
470	2176	2327	2189	2187	2195
471	2160	3003	2158	2325	0
472	3003	2200	2294	2294	0
473	3003	2186	2231	0	0
474	2195	2200	2303	0	0
475	2195	2323	0	0	0
476	2195	2306	2168	0	0
477	3000	0	0	0	0
478	2154	0	0	0	0
479	2155	0	0	0	0
480	2156	0	0	0	0
481	2157	0	0	0	0
482	3000	3004	0	0	0
483	2154	3004	0	0	0
484	2155	3004	0	0	0
485	2156	3004	0	0	0
486	2157	3004	0	0	0
487	3000	3007	0	0	0
488	2154	3007	0	0	0
489	2155	3007	0	0	0
490	2156	3007	0	0	0
