0	なし
1	キャベツ
2	キングキャベツ
3	サクラカブ
4	おおきなサクラカブ
5	オトメロン
6	キングオトメロン
7	タマネギ
8	超タマネギ
9	カボチャ
10	びっくりカボチャ
11	キュウリ
12	カイザーキュウリ
13	トウモロコシ
14	大トウモロコシ
15	トマト
16	ラージトマト
17	ナス
18	おおきなナス
19	サツマイモ
20	王様サツマイモ
21	ジャガイモ
22	超ジャガイモ
23	ニンジン
24	皇帝ニンジン
25	ピーマン
26	ビッグピーマン
27	ホウレン草
28	大ホウレン草
29	カブ
30	おおきなカブ
31	大根
32	王様大根
33	ネギ
34	ビッグネギ
35	白菜
36	大白菜
37	ほかほかの実
38	キングほかほかの実
39	金のキャベツ
40	キング金のキャベツ
41	金のカボチャ
42	びっくり金のカボチャ
43	金のジャガイモ
44	超金のジャガイモ
45	金のカブ
46	おおきな金のカブ
47	タケノコ
48	きのこ
49	きのこ
50	きのこ
51	きのこ
52	きのこ
53	きのこ
54	極上きのこ
55	流星のイチゴ
56	流星のトウモロコシ
57	流星のカボチャ
58	流星のジャガイモ
100	ブドウ
101	リンゴ
102	無力のリンゴ
103	オレンジ
104	イチゴ
105	スゴイチゴ
106	パイナップル
107	キングパイナップル
150	トイハーブ
151	超トイハーブ
152	ムーンドロップ草
153	大ムーンドロップ草
154	ピンクキャット
155	キングピンクキャット
156	チャームブルー
157	大チャームブルー
158	サクラ草
159	キングサクラ草
160	ランプ草
161	カイザーランプ草
162	青水晶
163	おおきな青水晶
164	金剛花
165	大金剛花
166	鉄千輪
167	超鉄千輪
168	四つ葉のクローバー
169	四つ葉の大クローバー
170	野之花火
171	おおきな野之花火
172	緑水晶
173	おおきな緑水晶
174	ツリー草
175	ラージツリー草
176	花紅葉
177	大花紅葉
178	タンポイズン
179	キングタンポイズン
180	赤水晶
181	おおきな赤水晶
182	白水晶
183	おおきな白水晶
184	薬草
185	毒消し草
186	黒い草
187	だいだい草
188	赤い草
189	黄の草
190	青い草
191	緑の草
192	紫の草
193	藍の草
194	白い草
195	雑草
196	枯草
197	シナナサ草
200	失敗作
201	超失敗作
250	アマゴのおさしみ
251	イワナのおさしみ
252	ドクニジマスさし
253	サケのおさしみ
254	ヤマメのおさしみ
255	イトウのおさしみ
256	タイのおさしみ
257	カガヤクおさしみ
258	トキメクおさしみ
259	メジナのおさしみ
260	カツオのおさしみ
261	ブリのおさしみ
262	大トロ
263	イワシのおさしみ
264	サヨリのおさしみ
265	サンマのおさしみ
266	ヒラメのおさしみ
267	カレイのおさしみ
268	色づくおさしみ
269	イカさし
270	ジャマイカさし
271	フーインイカさし
272	フグさし
273	ロブスターのおさしみ
274	エビのおさしみ
275	マンボウのさしみ
276	キンメダイの刺身
300	野菜いため
301	チャーハン
302	お好み焼き
303	フライドポテト
304	コロッケ
305	ポップコーン
306	コーンフレーク
307	なす田楽
308	卵焼き
309	オムレツ
310	オムライス
311	焼きりんご
312	カレーパン
313	フレンチトースト
314	ドーナツ
315	焼きうどん
316	天ぷら
317	ホットケーキ
318	ぎょうざ
319	リゾット
320	ドライカレー
321	アマゴの塩焼き
322	イワナの塩焼き
323	焼きドクニジマス
324	ヤマメの塩焼き
325	ウグイの塩焼き
326	塩ジャケ
327	イトウの姿焼き
328	ヘラブナの姿焼き
329	ギンブナの姿焼き
330	タイの焼きもの
331	メジナの塩焼き
332	焼きカガヤキタイ
333	焼きトキメキタイ
334	土佐造り
335	焼きサバ
336	ブリの照り焼き
337	ワカサギの塩焼き
338	マグロの照り焼き
339	めざし
340	サヨリの塩焼き
341	サンマの塩焼き
342	焼きヒラメ
343	焼きカレイ
344	焼き紅葉
345	焼きイカ
346	焼きジャマイカ
347	焼きフーイン
348	焼きフグ
349	ロブスターの姿焼き
350	エビの姿焼き
351	焼き砂ヒラメ
352	星のポップコーン
353	星のハッシュドポテト
354	カジキマグロのソテー
355	タチウオの卵とじ
356	あわびのバター焼き
357	焼きタラバガニ
358	ゴールデンサーモンのムニエル
400	ホットミルク
401	ホットチョコレート
402	ぶどう酒
403	かぼちゃの煮つけ
404	おひたし
405	ゆでタマゴ
406	大学いも
407	水ぎょうざ
408	いちごジャム
409	りんごジャム
410	ぶどうジャム
411	オレンジマーマレード
412	チーズフォンデュ
413	うどん
414	カレーうどん
415	天ぷらうどん
416	おかゆ
417	牛乳がゆ
418	天どん
419	たまごどん
420	シチュー
421	カレーライス
422	究極のカレー
423	至高のカレー
424	リラックスティー
425	みそ田楽
426	寄せ鍋
427	岩石魚の煮付け
428	星のいちごジャム
429	さわらの煮つけ
450	焼きとうもろこし
451	焼きおにぎり
452	焼きいも
453	トースト
454	ジャムパン
455	バターロール
456	ピザ
457	シーフードピザ
458	ドリア
459	シーフードドリア
460	グラタン
461	シーフードグラタン
462	スイートポテト
463	クッキー
464	チョコクッキー
465	ケーキ
466	チョコレートケーキ
467	チーズケーキ
468	アップルパイ
500	パインジュース
501	トマトジュース
502	ぶどうジュース
503	オレンジジュース
504	りんごジュース
505	いちご牛乳
506	フルーツジュース
507	フルーツ・オ・レ
508	野菜ジュース
509	野菜・オ・レ
510	ミックスジュース
511	ミックス・オ・レ
512	ケチャップ
513	バター
514	ゴールドジュース
515	恋の予感
516	ホットジュース
550	むしパン
551	チーズむしパン
552	しゅうまい
553	中華まん
554	カレーまん
555	むしぎょうざ
556	むしカステラ
557	むしチョコケーキ
558	プリン
559	かぼちゃプリン
560	だんご
561	星のかぼちゃプリン
600	サラダ
601	サンドウィッチ
602	フルーツサンド
603	かぶの酢漬け
604	きゅうりの酢漬け
605	たけのこごはん
606	ぶどうパン
607	アイスクリーム
608	リラックス茶の葉
609	おにぎり
610	パン
611	鮭のおにぎり
612	カブの紅白漬け
613	カブヘブン
614	タコごはん
615	ゴールデンたこご飯
650	ごはん
651	チョコレート
652	ワイン
653	エリ草
700	牛乳
701	良い牛乳
702	カルシウム満点牛乳
703	卵
704	良い卵
705	毎日ケンコー卵
706	マヨネーズ
707	チーズ
708	ヨーグルト
709	ハチミツ
750	小麦粉
751	油
752	カレー粉
753	だんご粉
800	カブの種
801	ジャガイモの種
802	キュウリの種
803	イチゴの種
804	キャベツの種
805	ムーンドロップの種
806	トイハーブの種
807	トマトの種
808	トウモロコシの種
809	タマネギの種
810	カボチャの種
811	パイナップルの種
812	ピンクキャットの種
813	ナスの種
814	ニンジンの種
815	サツマイモの種
816	ホウレン草の種
817	ピーマンの種
818	チャームブルーの種
819	牧草の種
820	サクラ草の種
821	ランプ草の種
822	青水晶の種
823	金剛花の種
824	鉄千輪の種
825	クローバーの種
826	野之花火の種
827	緑水晶の種
828	ツリー草の種
829	花紅葉の種
830	タンポイズンの種
831	赤水晶の種
832	白水晶の種
833	サクラカブの種
834	大根の種
835	ネギの種
836	白菜の種
837	金のキャベツの種
838	金のカボチャの種
839	金のジャガイモの種
840	金のカブの種
841	オトメロンの種
842	ほかほかの種
843	リンゴツリーの種
844	オレンジツリーの種
845	ブドウツリーの種
846	キラメ木の種
848	剣の種
849	盾の種
850	流星の種
900	ボロのクワ
901	丈夫なクワ
902	熟練のクワ
903	輝きのクワ
904	喜びのクワ
905	ジェネラルのクワ
906	ボロのじょうろ
907	ブリキのじょうろ
908	獅子のじょうろ
909	虹のじょうろ
910	幸せのじょうろ
911	ボロのカマ
912	草刈りのカマ
913	上物のカマ
914	愛情のカマ
915	名工カマイタチ
916	ボロハンマー
917	ブロンズハンマー
918	シルバーハンマー
919	ゴールデンハンマー
920	プラチナム
921	ボロのオノ
922	まき割りのオノ
923	伐採のオノ
924	山守のオノ
925	奇跡のオノ
926	ボロの釣竿
927	初心者の釣竿
928	中級者の釣竿
929	名人の釣竿
930	御神木の釣竿
931	ブラシ
932	毛がりバサミ
933	虫メガネ
1000	スモールシールド
1002	アイアンシールド
1003	さるのぬいぐるみ
1004	ラウンドシールド
1005	タートルシールド
1006	カオスシールド
1007	ボーンシールド
1008	マジックシールド
