0	0
1	6
2	10
3	3
4	7
5	7
6	11
7	6
8	10
9	3
10	7
11	3
12	7
13	4
14	8
15	7
16	11
17	5
18	9
19	3
20	7
21	1
22	5
23	4
24	8
25	5
26	9
27	1
28	5
29	0
30	4
31	2
32	6
33	5
34	9
35	6
36	10
37	5
38	9
39	9
40	13
41	9
42	13
43	9
44	13
45	10
46	14
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	8
55	5
56	5
57	7
58	6
100	5
101	5
102	15
103	5
104	4
105	8
106	8
107	12
150	0
151	4
152	1
153	5
154	2
155	6
156	3
157	7
158	3
159	7
160	4
161	8
162	8
163	12
164	10
165	15
166	4
167	8
168	4
169	8
170	6
171	10
172	8
173	12
174	6
175	10
176	5
177	9
178	4
179	8
180	8
181	12
182	8
183	12
184	0
185	0
186	3
187	7
188	6
189	5
190	0
191	0
192	1
193	4
194	8
195	0
196	0
197	5
200	0
201	9
250	1
251	2
252	4
253	2
254	1
255	13
256	8
257	15
258	11
259	1
260	6
261	12
262	13
263	1
264	1
265	1
266	5
267	3
268	10
269	1
270	13
271	9
272	12
273	7
274	2
275	7
276	7
300	11
301	5
302	11
303	3
304	6
305	9
306	10
307	5
308	3
309	5
310	11
311	1
312	11
313	5
314	8
315	15
316	6
317	8
318	14
319	8
320	14
321	1
322	3
323	4
324	2
325	3
326	2
327	14
328	2
329	3
330	9
331	2
332	15
333	12
334	6
335	2
336	12
337	1
338	13
339	3
340	2
341	1
342	5
343	3
344	11
345	2
346	13
347	10
348	13
349	7
350	3
351	2
352	8
353	8
354	7
355	6
356	6
357	7
358	13
400	3
401	2
402	7
403	4
404	2
405	3
406	4
407	14
408	2
409	1
410	1
411	1
412	6
413	1
414	10
415	10
416	1
417	3
418	12
419	3
420	14
421	10
422	15
423	15
424	13
425	5
426	15
427	8
428	8
429	6
450	9
451	2
452	3
453	3
454	6
455	7
456	11
457	10
458	14
459	7
460	14
461	7
462	8
463	6
464	8
465	9
466	8
467	8
468	6
500	14
501	6
502	1
503	1
504	2
505	6
506	3
507	6
508	11
509	11
510	14
511	14
512	6
513	3
514	15
515	11
516	13
550	6
551	7
552	14
553	2
554	10
555	14
556	3
557	6
558	5
559	7
560	1
561	8
600	12
601	6
602	6
603	2
604	1
605	1
606	4
607	4
608	4
609	1
610	1
611	3
612	9
613	15
614	6
615	13
650	0
651	1
652	2
653	10
700	0
701	2
702	6
703	0
704	2
705	6
706	4
707	3
708	2
709	3
750	1
751	1
752	1
753	1
800	0
801	0
802	0
803	0
804	0
805	0
806	0
807	0
808	0
809	0
810	0
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	0
835	0
836	0
837	0
838	0
839	0
840	0
841	0
842	0
843	0
844	0
845	0
846	0
848	0
849	0
850	0
900	0
901	2
902	4
903	7
904	9
905	0
906	0
907	2
908	4
909	7
910	9
911	0
912	2
913	4
914	7
915	9
916	0
917	2
918	4
919	7
920	9
921	0
922	2
923	4
924	7
925	9
926	0
927	2
928	4
929	7
930	9
931	0
932	0
933	0
1000	0
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	0
1012	0
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
1024	0
1025	0
1026	0
1027	0
1101	0
1102	0
1103	0
1104	0
1105	0
1106	0
1107	0
1108	0
1110	0
1112	0
1114	0
1116	0
1117	0
1118	0
1119	0
1120	0
1121	0
1122	0
1123	0
1124	0
1126	0
1127	0
1128	0
1129	0
1130	0
1200	0
1201	0
1202	0
1203	0
