1251	移動時に音が鳴る
1258	ステップの無敵時間増加
1259	ステップ攻撃使用不能
1266	移動速度低下
1261	移動速度上昇(小)
1262	移動速度低下
1265	移動速度上昇(大)
1343	アイテムの回復量上昇(2倍)
1312	攻撃時、敵を毒状態にする
1342	農具の攻撃力上昇(武器攻撃力2倍)
1311	攻撃時、敵をマヒ状態にする
1310	攻撃時、敵を封印状態にする
1337	ドロップ率上昇
1314	アイテムがよく飛ぶ
1341	連れているモンスターの能力上昇(物理攻撃力1.5倍・被ダメ1/2)
1344	スキル経験値上昇
1339	主人公の経験値上昇
1361	一部を除くRP消費を半減(アイテム制作時必要RPを1/16軽減)
1308	受けるダメージが時々1になる
1340	連れている人間の能力上昇(物理攻撃力1.5倍・被ダメ1/2)
1316	あくびをしなくなる
1313	チャージ速度上昇
1360	最大HP上昇(1.5倍)
1357	攻撃時、力か魔力の高いほうが参照される
1355	雑魚モンスターが出現しなくなる
1356	毒、マヒ、疲労、風邪の効果を反転
1363	HPが少しずつ回復
1364	RPが少しずつ回復
1346	移動速度上昇
1345	自分の防御力、魔法防御力が無効になる
1332	家族が装備すると能力が上昇する(与ダメ2倍、被ダメ半減、弱点属性ダメ半減)
1366	のけぞり時間半減
1365	攻撃範囲上昇
1367	無属性攻撃を半減
1362	一部を除くRP消費を無効化。アイテム制作時必要RPを1/8軽減
